Mãvậttư,Tên Vật Tư,Model,Đơn vị KD,Ngành hàng,Nhóm hàng,Tồn đầu (inventory)
SPH0204001200,"Van khóa nước  KG47+48 (nối ống 1/4"")",SPH0204001200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4102
SPH0204001200,"Van khóa nước  KG47+48 (nối ống 1/4"")",SPH0204001200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4103
SPH0205000200,Vòi nóng lạnh KG48,SPH0205000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4104
SPH0205000200,Vòi nóng lạnh KG48,SPH0205000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4105
SPH0205000300,Nút ấn vòi KG48,SPH0205000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4106
SPH0207000400,Cầu chì Hàn quốc,SPH0207000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4107
SPH0207000500,Rơ le bầu đun  Hàn quốc  85ºC,SPH0207000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4108
SPH0207000600,Núm xả Hàn quốc,SPH0207000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4109
SPH0207002500,Phin lọc,SPH0207002500,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4110
SPH0207002500,Phin lọc,SPH0207002500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4111
SPH0207002500,Phin lọc,SPH0207002500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4112
SPH0207003500,Khẩu nối nước đầu nguồn RO,SPH0207003500,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4113
SPH0207003500,Khẩu nối nước đầu nguồn RO,SPH0207003500,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4114
SPH0207003500,Khẩu nối nước đầu nguồn RO,SPH0207003500,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4115
SPH0208001800,Lõi lọc số 1 KG50SD,SPH0208001800,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4116
SPH0208001800,Lõi lọc số 1 KG50SD,SPH0208001800,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4117
SPH0208001800,Lõi lọc số 1 KG50SD,SPH0208001800,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4118
SPH0208001900,Lõi lọc số 2 màng RO KG50SD,SPH0208001900,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4119
SPH0208001900,Lõi lọc số 2 màng RO KG50SD,SPH0208001900,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4120
SPH0208001900,Lõi lọc số 2 màng RO KG50SD,SPH0208001900,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4121
SPH0208002000,Lõi lọc số 3 KG50SD,SPH0208002000,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4122
SPH0208002000,Lõi lọc số 3 KG50SD,SPH0208002000,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4123
SPH0208002000,Lõi lọc số 3 KG50SD,SPH0208002000,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4124
SPH0208002300,Mạch chính KG50SD,SPH0208002300,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4125
SPH0208002300,Mạch chính KG50SD,SPH0208002300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4126
SPH0208003300,Phao KG50SD,SPH0208003300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4127
SPH0208003700,Phao điện từ bầu chứa nước KG50SD,SPH0208003700,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4128
SPH0209000400,Vòi nóng Hàn Quốc KG49,SPH0209000400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4129
SPH0209000400,Vòi nóng Hàn Quốc KG49,SPH0209000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4130
SPH0209000500,Chụp vòi nóng KG49,SPH0209000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4131
SPH0209000600,Chụp vòi lạnh KG49,SPH0209000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4132
SPH0209001000,Mạch chính KG49,SPH0209001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4133
SPH0209001300,Vòi lạnh Hàn Quốc KG49,SPH0209001300,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4134
SPH0209001300,Vòi lạnh Hàn Quốc KG49,SPH0209001300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4135
SPH0209001400,Khay nước KG49,SPH0209001400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4136
SPH0300001600,Vỏ thùng carton bọc ngoài vỏ tủ RO (in xanh),SPH0300001600,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4137
SPH0300001600,Vỏ thùng carton bọc ngoài vỏ tủ RO (in xanh),SPH0300001600,IND,Ngành hàng gia dụng,Nhóm linh kiện RO,4138
SPH0300001600,Vỏ thùng carton bọc ngoài vỏ tủ RO (in xanh),SPH0300001600,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4139
SPH0300001700,Màng R/O Membrane 50GPD - TORAY,SPH0300001700,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4140
SPH0300001700,Màng R/O Membrane 50GPD - TORAY,SPH0300001700,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4141
SPH0300001700,Màng R/O Membrane 50GPD - TORAY,SPH0300001700,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4142
SPH0300002000,Đầu nước vào ra 1/4” nối nhanh,SPH0300002000,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4143
SPH0300002000,Đầu nước vào ra 1/4” nối nhanh,SPH0300002000,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4144
SPH0300002100,Đầu nước vào ra 3/8” nối nhanh,SPH0300002100,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4145
SPH0300002200,Cút nối ống 1/4” và 3/8” nối nhanh,SPH0300002200,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4146
SPH0300003700,Tem bảo hành dùng chung (tem vỡ) loại to,SPH0300003700,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4147
SPH0300005100,Ống dẫn nước nhỏ 1/4 màu trắng,SPH0300005100,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4148
SPH0300005800,"Adaptor cơ DC-24V-1,2A Wellsys",SPH0300005800,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4149
SPH0300006000,Bơm cao áp WS-6800-24V nối nhanh,SPH0300006000,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4150
SPH0300006100,Màng R/O Membrane 100GPD – Wellsys,SPH0300006100,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4151
SPH0300006200,Ống dẫn nước nhỏ 3/8 màu trắng,SPH0300006200,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4152
SPH0300007500,Lõi T33 to MAIFAN trắng sứ nối nhanh,SPH0300007500,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4153
SPH0300007600,Lõi T33 to NANO CARBON trắng sứ nối nhanh,SPH0300007600,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4154
SPH0300009800,PP filter 0.3 micron without cap-120g- Wellsys,SPH0300009800,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4155
SPH0300009900,Lõi số 2 CTO than khối 10 inch (normal carbon- Wellsys),SPH0300009900,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4156
SPH0300010000,Lõi số 2 UDF than thường 10 inch (normal carbon - Wellsys),SPH0300010000,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4157
SPH0300010100,Lõi số 2 UDF than hoạt tính 10 inch (activated carbon - Wellsys),SPH0300010100,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4158
SPH0300010300,Pump head- Wellsys,SPH0300010300,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4159
SPH0300010400,Lõi lọc Alkaline  ( Korea design - tem cờ đỏ sao vàng ),SPH0300010400,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4160
SPH0300010600,Lõi số 1 -10'' PP-5 micro (SX) OEM tem Kangaroo -  Không đầu bịt,SPH0300010600,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4161
SPH0301000100,Lõi số 1 -10'' PP-5 micro (sản xuất tại Đài Loan) ( K28 ),K28,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4162
SPH0301000100,Lõi số 1 -10'' PP-5 micro (sản xuất tại Đài Loan) ( K28 ),K28,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4163
SPH0301000100,Lõi số 1 -10'' PP-5 micro (sản xuất tại Đài Loan) ( K28 ),K28,IND,Ngành hàng gia dụng,Nhóm linh kiện RO,4164
SPH0301000100,Lõi số 1 -10'' PP-5 micro (sản xuất tại Đài Loan) ( K28 ),K28,MYA,Ngành hàng gia dụng,Nhóm linh kiện RO,4165
SPH0301000100,Lõi số 1 -10'' PP-5 micro (sản xuất tại Đài Loan) ( K28 ),K28,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4166
SPH0301000200,Lõi số 2-G.A.C các bon (sản xuất tại Đài Loan) ( K29 ),SPH0301000200,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4167
SPH0301000200,Lõi số 2-G.A.C các bon (sản xuất tại Đài Loan) ( K29 ),SPH0301000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4168
SPH0301000200,Lõi số 2-G.A.C các bon (sản xuất tại Đài Loan) ( K29 ),SPH0301000200,IND,Ngành hàng gia dụng,Nhóm linh kiện RO,4169
SPH0301000200,Lõi số 2-G.A.C các bon (sản xuất tại Đài Loan) ( K29 ),SPH0301000200,MYA,Ngành hàng gia dụng,Nhóm linh kiện RO,4170
SPH0301000200,Lõi số 2-G.A.C các bon (sản xuất tại Đài Loan) ( K29 ),SPH0301000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4171
SPH0301000300,Lõi số 3 -10  PP-1 micro (sản xuất tại Đài Loan) ( K28-1 ),K28-1,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4172
SPH0301000300,Lõi số 3 -10  PP-1 micro (sản xuất tại Đài Loan) ( K28-1 ),K28-1,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4173
SPH0301000300,Lõi số 3 -10  PP-1 micro (sản xuất tại Đài Loan) ( K28-1 ),K28-1,IND,Ngành hàng gia dụng,Nhóm linh kiện RO,4174
SPH0301000300,Lõi số 3 -10  PP-1 micro (sản xuất tại Đài Loan) ( K28-1 ),K28-1,MYA,Ngành hàng gia dụng,Nhóm linh kiện RO,4175
SPH0301000300,Lõi số 3 -10  PP-1 micro (sản xuất tại Đài Loan) ( K28-1 ),K28-1,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4176
SPH03010004,Ngành hàng gia dụng,NhómlinhkiệnRO,MYA,Ngành hàng gia dụng,#N/A,4177
SPH0301000700,Lõi lọc số 5- NANO SILVER ( KTA 10-1 ),SPH0301000700,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4178
SPH0301000700,Lõi lọc số 5- NANO SILVER ( KTA 10-1 ),SPH0301000700,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4179
SPH0301000700,Lõi lọc số 5- NANO SILVER ( KTA 10-1 ),SPH0301000700,MYA,Ngành hàng gia dụng,Nhóm linh kiện RO,4180
SPH0301000700,Lõi lọc số 5- NANO SILVER ( KTA 10-1 ),SPH0301000700,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4181
SPH0301000800,Lõi lọc số 6-bóng gốm ( Tem cũ ),SPH0301000800,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4182
SPH0301000800,Lõi lọc số 6-bóng gốm ( Tem cũ ),SPH0301000800,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4183
SPH0301000802,Lõi lọc số 6-bóng gốm ( Tem mới ),SPH0301000802,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4184
SPH0301000802,Lõi lọc số 6-bóng gốm ( Tem mới ),SPH0301000802,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4185
SPH0301000802,Lõi lọc số 6-bóng gốm ( Tem mới ),SPH0301000802,MYA,Ngành hàng gia dụng,Nhóm linh kiện RO,4186
SPH0301000802,Lõi lọc số 6-bóng gốm ( Tem mới ),SPH0301000802,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4187
SPH0301000900,Lõi lọc số 7-Alkaline ( Tem cũ ),SPH0301000900,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4188
SPH0301000900,Lõi lọc số 7-Alkaline ( Tem cũ ),SPH0301000900,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4189
SPH0301000901,Lõi lọc số 7-Alkaline (kèm càng + cút),SPH0301000901,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4190
SPH0301000902,Lõi lọc số 7-Alkaline ( Tem mới ),SPH0301000902,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4191
SPH0301000902,Lõi lọc số 7-Alkaline ( Tem mới ),SPH0301000902,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4192
SPH0301000902,Lõi lọc số 7-Alkaline ( Tem mới ),SPH0301000902,MYA,Ngành hàng gia dụng,Nhóm linh kiện RO,4193
SPH0301000902,Lõi lọc số 7-Alkaline ( Tem mới ),SPH0301000902,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4194
SPH0301001000,Màng RO 50GPD Model TW30-1812-50,W30-1812-50,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4195
SPH0301001000,Màng RO 50GPD Model TW30-1812-50,W30-1812-50,MYA,Ngành hàng gia dụng,Nhóm linh kiện RO,4196
SPH0301001000,Màng RO 50GPD Model TW30-1812-50,W30-1812-50,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4197
SPH0301001100,Bơm 24V 1.2A ( KC5-02 ),BOM10L/H,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4198
SPH0301001200,"Adaptor DC-24V-1,2A (dùng chung KG09A3, KG10A3)",ADAPTOR10L/H,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4199
SPH0301001200,"Adaptor DC-24V-1,2A (dùng chung KG09A3, KG10A3)",ADAPTOR10L/H,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4200
SPH0301001200,"Adaptor DC-24V-1,2A (dùng chung KG09A3, KG10A3)",ADAPTOR10L/H,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4201
SPH0301001300,"Bình áp R/O- 132 (10l/h ) ( KCT-M04 ) (dùng chung KG09A3, KG10A3)",BÌNHÁP10L/H,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4202
SPH0301001300,"Bình áp R/O- 132 (10l/h ) ( KCT-M04 ) (dùng chung KG09A3, KG10A3)",BÌNHÁP10L/H,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4203
SPH0301001300,"Bình áp R/O- 132 (10l/h ) ( KCT-M04 ) (dùng chung KG09A3, KG10A3)",BÌNHÁP10L/H,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4204
SPH0301001600,Van áp thấp-O.D 1/4 ( KC6-7 ),SPH0301001600,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4205
SPH0301001600,Van áp thấp-O.D 1/4 ( KC6-7 ),SPH0301001600,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4206
SPH0301001700,Van áp cao-Tube O.D 1/4 ( KC6-8 ),SPH0301001700,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4207
SPH0301001700,Van áp cao-Tube O.D 1/4 ( KC6-8 ),SPH0301001700,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4208
SPH0301001700,Van áp cao-Tube O.D 1/4 ( KC6-8 ),SPH0301001700,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4209
SPH0301001800,Vòi nước RO (sản xuất tại Đài Loan) ( KCF-02 ),SPH0301001800,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4210
SPH0301001800,Vòi nước RO (sản xuất tại Đài Loan) ( KCF-02 ),SPH0301001800,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4211
SPH0301001801,Vòi nước RO (vòi cần gạt),SPH0301001801,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4212
SPH0301001900,Van xả thải cơ - O.D 1/4 (8-01) tay gạt màu xanh,SPH0301001900,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4213
SPH0301001900,Van xả thải cơ - O.D 1/4 (8-01) tay gạt màu xanh,SPH0301001900,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4214
SPH0301002000,Van bình áp (Tube O.D 1/4 - AC8-03 ),SPH0301002000,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4215
SPH0301002000,Van bình áp (Tube O.D 1/4 - AC8-03 ),SPH0301002000,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4216
SPH0301002000,Van bình áp (Tube O.D 1/4 - AC8-03 ),SPH0301002000,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4217
SPH0301002100,Lõi trao đổi ion (Đài Loan),SPH0301002100,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4218
SPH0301002100,Lõi trao đổi ion (Đài Loan),SPH0301002100,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4219
SPH0301002300,Van khóa nước đầu nguồn RO  (O.D 1/4+3/8 - KCI-M09 )),SPH0301002300,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4220
SPH0301002300,Van khóa nước đầu nguồn RO  (O.D 1/4+3/8 - KCI-M09 )),SPH0301002300,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4221
SPH0301002300,Van khóa nước đầu nguồn RO  (O.D 1/4+3/8 - KCI-M09 )),SPH0301002300,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4222
SPH0301002400,Cút chia nước đầu nguồn RO 1/2+1/4+1/2 ( KCI-M12 ),SPH0301002400,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4223
SPH0301002400,Cút chia nước đầu nguồn RO 1/2+1/4+1/2 ( KCI-M12 ),SPH0301002400,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4224
SPH0301002500,Bút đo TDS sản xuất tại Đài loan ( KC2-03-1 ),SPH0301002500,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4225
SPH0301002500,Bút đo TDS sản xuất tại Đài loan ( KC2-03-1 ),SPH0301002500,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4226
SPH0301002800,Cốc lọc số 1  nhựa trong 10 Single )-Ring 1/4 Port ( KTH 10-1 ),SPH0301002800,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4227
SPH0301002900,Giá đỡ máy RO 10L/h-20L/h ( KC10-07 ),SPH0301002900,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4228
SPH0301003000,Cốc lọc số 2+3  (Màu xanh),SPH0301003000,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4229
SPH0301003100,Gioăng cao su cốc lọc máy (10lit-20lit)/h ( K32-02 ),SPH0301003100,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4230
SPH0301003100,Gioăng cao su cốc lọc máy (10lit-20lit)/h ( K32-02 ),SPH0301003100,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4231
SPH0301003100,Gioăng cao su cốc lọc máy (10lit-20lit)/h ( K32-02 ),SPH0301003100,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4232
SPH0301003200,Van Flow -400 ( KC7-02 ),VANFLOW400,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4233
SPH0301003200,Van Flow -400 ( KC7-02 ),VANFLOW400,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4234
SPH0301003300,Dây dẫn nước nhỏ-Xanh 1/4 ( KTW1 ),SPH0301003300,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4235
SPH0301003300,Dây dẫn nước nhỏ-Xanh 1/4 ( KTW1 ),SPH0301003300,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4236
SPH0301003300,Dây dẫn nước nhỏ-Xanh 1/4 ( KTW1 ),SPH0301003300,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4237
SPH0301003400,"Dây dẫn nước to 3/8"" - Xanh ( KTW2 )",SPH0301003400,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4238
SPH0301003400,"Dây dẫn nước to 3/8"" - Xanh ( KTW2 )",SPH0301003400,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4239
SPH0301003400,"Dây dẫn nước to 3/8"" - Xanh ( KTW2 )",SPH0301003400,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4240
SPH0301004100,Lõi lọc số 1-pp khử Asen ( K28A ),SPH0301004100,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4241
SPH0301004100,Lõi lọc số 1-pp khử Asen ( K28A ),SPH0301004100,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4242
SPH0301004500,Lõi lọc số 6 (màu đỏ),SPH0301004500,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4243
SPH0301004700,Lõi số 6 (màu cam) 3 in 1 ( KTA10-3 ),SPH0301004700,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4244
SPH0301004700,Lõi số 6 (màu cam) 3 in 1 ( KTA10-3 ),SPH0301004700,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4245
SPH0301004800,Lõi lọc số 7 (màu vàng),SPH0301004800,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4246
SPH0301004800,Lõi lọc số 7 (màu vàng),SPH0301004800,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4247
SPH0301004800,Lõi lọc số 7 (màu vàng),SPH0301004800,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4248
SPH0301004900,Lõi lọc số 5 (màu xanh dương),SPH0301004900,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4249
SPH0301004900,Lõi lọc số 5 (màu xanh dương),SPH0301004900,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4250
SPH0301005100,Lõi lọc số 7 (màu xanh lá mạ),SPH0301005100,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4251
SPH0301005100,Lõi lọc số 7 (màu xanh lá mạ),SPH0301005100,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4252
SPH0301005200,"Lõi số 8 -đá Maifan (màu xanh lá cây) ( KTA10-14 ) (dùng chung KG09A3, KG10A3)",SPH0301005200,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4253
SPH0301005200,"Lõi số 8 -đá Maifan (màu xanh lá cây) ( KTA10-14 ) (dùng chung KG09A3, KG10A3)",SPH0301005200,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4254
SPH0301005200,"Lõi số 8 -đá Maifan (màu xanh lá cây) ( KTA10-14 ) (dùng chung KG09A3, KG10A3)",SPH0301005200,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4255
SPH0301005300,Van điện từ 10 l/h ( KC4-01 ),VANDIENTU,DAN,Ngành hàng gia dụng,Nhóm linh kiện RO,4256
SPH0301005300,Van điện từ 10 l/h ( KC4-01 ),VANDIENTU,HCM,Ngành hàng gia dụng,Nhóm linh kiện RO,4257
SPH0301005300,Van điện từ 10 l/h ( KC4-01 ),VANDIENTU,VU1,Ngành hàng gia dụng,Nhóm linh kiện RO,4258
